case_id,block_id,role,control_id,topology_profile,workload_profile,routing_type,selector,candidate_width,traffic_seed_kind,traffic_seed,flow_size_bytes,flow_count,path_delay,path_rate_ratio,interarrival_gap_ns,active_ingress_count,transport,observability,run_status,task_count,completed_task_count,mean_task_duration_us,p50_task_duration_us,p95_task_duration_us,p99_task_duration_us,aggregate_task_goodput_gbps,branch_packet_counts,branch_byte_counts,branch_total_bytes,unique_branch_ports,path_jain,path_cv,max_path_share,last_path_share,detour_share,slow_path_share,queue_max_bytes,queue_tw_mean_max_bytes,slow_path_queue_max_bytes,slow_path_queue_tw_mean_bytes,packet_records,psn_adjacent_inversions,psn_inversions_per_1000,per_flow_affinity_violations,analysis_status,analysis_note,p95_delta_vs_control_pct,goodput_delta_vs_control_pct,jain_delta_vs_control,comparison_cell,pareto
h-elephant-w8-s29-hash64,hash-robustness,control,h-elephant-w8-s29-hash64,clos-hash,hash-elephant,PER_FLOW_SHORTEST_PATHS,HASH64,8,traffic_key_seed,29,16777216,4,20ns,1.0,0,0,RTP,balanced,success,4,4,1369.66424,1369.63226,1369.74378,1369.74378,391.949881,"{""8"": 4096, ""9"": 4096, ""10"": 0, ""11"": 0, ""12"": 4096, ""13"": 4096, ""14"": 0, ""15"": 0}","{""8"": 17096704, ""9"": 17096704, ""10"": 0, ""11"": 0, ""12"": 17096704, ""13"": 17096704, ""14"": 0, ""15"": 0}",68386816,4,0.5,1.0,0.25,0.0,0.75,0.25,981820,885476.200428,472096,403317.008482,,,,,matched,Static per-flow mapping completed; cross-cell ranking is evaluated at block level.,0.0,0.0,0.0,hash-elephant|w8|s29,True
h-elephant-w8-s29-crc32,hash-robustness,treatment,h-elephant-w8-s29-hash64,clos-hash,hash-elephant,PER_FLOW_SHORTEST_PATHS,CRC32,8,traffic_key_seed,29,16777216,4,20ns,1.0,0,0,RTP,balanced,success,4,4,2054.04245,1369.74378,2738.5523,2738.5523,196.041869,"{""8"": 8192, ""9"": 4096, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 4096, ""14"": 0, ""15"": 0}","{""8"": 34193408, ""9"": 17096704, ""10"": 0, ""11"": 0, ""12"": 0, ""13"": 17096704, ""14"": 0, ""15"": 0}",68386816,3,0.333333,1.414214,0.5,0.0,0.5,0.5,1991370,1792643.72574,1991370,1792643.72574,,,,,matched,Static per-flow mapping completed; cross-cell ranking is evaluated at block level.,99.93172,-49.982924,-0.166667,hash-elephant|w8|s29,False
h-elephant-w8-s29-toeplitz,hash-robustness,treatment,h-elephant-w8-s29-hash64,clos-hash,hash-elephant,PER_FLOW_SHORTEST_PATHS,TOEPLITZ,8,traffic_key_seed,29,16777216,4,20ns,1.0,0,0,RTP,balanced,success,4,4,1369.66009,1369.62062,1369.74378,1369.74378,391.949881,"{""8"": 4096, ""9"": 0, ""10"": 0, ""11"": 4096, ""12"": 0, ""13"": 4096, ""14"": 0, ""15"": 4096}","{""8"": 17096704, ""9"": 0, ""10"": 0, ""11"": 17096704, ""12"": 0, ""13"": 17096704, ""14"": 0, ""15"": 17096704}",68386816,4,0.5,1.0,0.25,0.25,0.75,0.25,981820,885477.402927,472096,403317.008482,,,,,matched,Static per-flow mapping completed; cross-cell ranking is evaluated at block level.,0.0,0.0,0.0,hash-elephant|w8|s29,True
h-elephant-w8-s47-hash64,hash-robustness,control,h-elephant-w8-s47-hash64,clos-hash,hash-elephant,PER_FLOW_SHORTEST_PATHS,HASH64,8,traffic_key_seed,47,16777216,4,20ns,1.0,0,0,RTP,balanced,success,4,4,2054.00298,1369.62062,2738.5523,2738.5523,196.041869,"{""8"": 0, ""9"": 4096, ""10"": 8192, ""11"": 0, ""12"": 0, ""13"": 4096, ""14"": 0, ""15"": 0}","{""8"": 0, ""9"": 17096704, ""10"": 34193408, ""11"": 0, ""12"": 0, ""13"": 17096704, ""14"": 0, ""15"": 0}",68386816,3,0.333333,1.414214,0.5,0.0,1.0,0.0,1991370,1792643.72574,80,80.0,,,,,matched,Static per-flow mapping completed; cross-cell ranking is evaluated at block level.,0.0,0.0,0.0,hash-elephant|w8|s47,False
h-elephant-w8-s47-crc32,hash-robustness,treatment,h-elephant-w8-s47-hash64,clos-hash,hash-elephant,PER_FLOW_SHORTEST_PATHS,CRC32,8,traffic_key_seed,47,16777216,4,20ns,1.0,0,0,RTP,balanced,success,4,4,1369.62062,1369.62062,1369.62062,1369.62062,391.985127,"{""8"": 0, ""9"": 0, ""10"": 4096, ""11"": 0, ""12"": 0, ""13"": 4096, ""14"": 8192, ""15"": 0}","{""8"": 0, ""9"": 0, ""10"": 17096704, ""11"": 0, ""12"": 0, ""13"": 17096704, ""14"": 34193408, ""15"": 0}",68386816,3,0.333333,1.414214,0.5,0.0,1.0,0.0,981820,885477.402927,80,80.0,,,,,matched,Static per-flow mapping completed; cross-cell ranking is evaluated at block level.,-49.987421,99.949698,0.0,hash-elephant|w8|s47,True
h-elephant-w8-s47-toeplitz,hash-robustness,treatment,h-elephant-w8-s47-hash64,clos-hash,hash-elephant,PER_FLOW_SHORTEST_PATHS,TOEPLITZ,8,traffic_key_seed,47,16777216,4,20ns,1.0,0,0,RTP,balanced,success,4,4,3422.7677,4106.81614,4107.48398,4107.48398,130.70554,"{""8"": 0, ""9"": 0, ""10"": 0, ""11"": 12288, ""12"": 0, ""13"": 4096, ""14"": 0, ""15"": 0}","{""8"": 0, ""9"": 0, ""10"": 0, ""11"": 51290112, ""12"": 0, ""13"": 17096704, ""14"": 0, ""15"": 0}",68386816,2,0.2,2.0,0.75,0.0,1.0,0.0,2999722,2699454.879399,0,0.0,,,,,matched,Static per-flow mapping completed; cross-cell ranking is evaluated at block level.,49.987421,-33.327742,-0.133333,hash-elephant|w8|s47,False
s-16k-d20n-flow-hash64,spray-crossover,control,s-16k-d20n-flow-hash64,micro-spray,single-flow,PER_FLOW_SHORTEST_PATHS,HASH64,3,none,0,16384,1,20ns,1.0,0,0,RTP,detailed,success,1,1,0.645474,0.645474,0.645474,0.645474,203.063175,"{""1"": 0, ""2"": 4, ""3"": 0}","{""1"": 0, ""2"": 16696, ""3"": 0}",16696,1,0.333333,1.414214,1.0,0.0,1.0,0.0,12522,3933.386854,0,0.0,5,0,0.0,0,matched,Observed path scope matches the registered flow/packet behavior.,0.0,0.0,0.0,16384|20ns,False
s-16k-d20n-packet-hash64,spray-crossover,treatment,s-16k-d20n-flow-hash64,micro-spray,single-flow,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,16384,1,20ns,1.0,0,0,RTP,detailed,success,1,1,0.506342,0.506342,0.506342,0.506342,258.860612,"{""1"": 1, ""2"": 2, ""3"": 1}","{""1"": 4174, ""2"": 8348, ""3"": 4174}",16696,3,0.888889,0.353553,0.5,0.25,0.75,0.25,8348,4174.0,8348,4174.0,5,1,200.0,1,matched,Observed path scope matches the registered flow/packet behavior.,-21.555012,27.477871,0.555556,16384|20ns,False
s-16k-d20n-packet-rr,spray-crossover,treatment,s-16k-d20n-flow-hash64,micro-spray,single-flow,PER_PACKET_SHORTEST_PATHS,ROUND_ROBIN,3,none,0,16384,1,20ns,1.0,0,0,RTP,detailed,success,1,1,0.478515,0.478515,0.478515,0.478515,273.914088,"{""1"": 2, ""2"": 1, ""3"": 1}","{""1"": 8348, ""2"": 4174, ""3"": 4174}",16696,3,0.888889,0.353553,0.5,0.25,0.5,0.5,8348,8318.632186,8348,8249.184882,5,0,0.0,1,matched,Observed path scope matches the registered flow/packet behavior.,-25.866108,34.891069,0.555556,16384|20ns,True
s-16k-d2u-flow-hash64,spray-crossover,control,s-16k-d2u-flow-hash64,micro-spray,single-flow,PER_FLOW_SHORTEST_PATHS,HASH64,3,none,0,16384,1,2us,1.0,0,0,RTP,detailed,success,1,1,0.645474,0.645474,0.645474,0.645474,203.063175,"{""1"": 0, ""2"": 4, ""3"": 0}","{""1"": 0, ""2"": 16696, ""3"": 0}",16696,1,0.333333,1.414214,1.0,0.0,1.0,0.0,12522,3933.386854,0,0.0,5,0,0.0,0,matched,Observed path scope matches the registered flow/packet behavior.,0.0,0.0,0.0,16384|2us,True
s-16k-d2u-packet-hash64,spray-crossover,treatment,s-16k-d2u-flow-hash64,micro-spray,single-flow,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,16384,1,2us,1.0,0,0,RTP,detailed,success,1,1,4.439515,4.439515,4.439515,4.439515,29.523946,"{""1"": 1, ""2"": 2, ""3"": 1}","{""1"": 4174, ""2"": 8348, ""3"": 4174}",16696,3,0.888889,0.353553,0.5,0.25,0.75,0.25,8348,4174.0,8348,4174.0,5,1,200.0,1,matched,Observed path scope matches the registered flow/packet behavior.,587.791452,-85.460709,0.555556,16384|2us,False
s-16k-d2u-packet-rr,spray-crossover,treatment,s-16k-d2u-flow-hash64,micro-spray,single-flow,PER_PACKET_SHORTEST_PATHS,ROUND_ROBIN,3,none,0,16384,1,2us,1.0,0,0,RTP,detailed,success,1,1,4.411482,4.411482,4.411482,4.411482,29.711557,"{""1"": 2, ""2"": 1, ""3"": 1}","{""1"": 8348, ""2"": 4174, ""3"": 4174}",16696,3,0.888889,0.353553,0.5,0.25,0.5,0.5,8348,8345.140392,8348,8249.184882,5,1,200.0,1,matched,Observed path scope matches the registered flow/packet behavior.,583.448443,-85.368318,0.555556,16384|2us,False
s-16k-d20u-flow-hash64,spray-crossover,control,s-16k-d20u-flow-hash64,micro-spray,single-flow,PER_FLOW_SHORTEST_PATHS,HASH64,3,none,0,16384,1,20us,1.0,0,0,RTP,detailed,success,1,1,0.645474,0.645474,0.645474,0.645474,203.063175,"{""1"": 0, ""2"": 4, ""3"": 0}","{""1"": 0, ""2"": 16696, ""3"": 0}",16696,1,0.333333,1.414214,1.0,0.0,1.0,0.0,12522,3933.386854,0,0.0,5,0,0.0,0,matched,Observed path scope matches the registered flow/packet behavior.,0.0,0.0,0.0,16384|20us,True
s-16k-d20u-packet-hash64,spray-crossover,treatment,s-16k-d20u-flow-hash64,micro-spray,single-flow,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,16384,1,20us,1.0,0,0,RTP,detailed,success,1,1,40.439515,40.439515,40.439515,40.439515,3.241186,"{""1"": 1, ""2"": 2, ""3"": 1}","{""1"": 4174, ""2"": 8348, ""3"": 4174}",16696,3,0.888889,0.353553,0.5,0.25,0.75,0.25,8348,4174.0,8348,4174.0,5,1,200.0,1,matched,Observed path scope matches the registered flow/packet behavior.,6165.088137,-98.403853,0.555556,16384|20us,False
s-16k-d20u-packet-rr,spray-crossover,treatment,s-16k-d20u-flow-hash64,micro-spray,single-flow,PER_PACKET_SHORTEST_PATHS,ROUND_ROBIN,3,none,0,16384,1,20us,1.0,0,0,RTP,detailed,success,1,1,40.411482,40.411482,40.411482,40.411482,3.243435,"{""1"": 2, ""2"": 1, ""3"": 1}","{""1"": 8348, ""2"": 4174, ""3"": 4174}",16696,3,0.888889,0.353553,0.5,0.25,0.5,0.5,8348,8347.691257,8348,8249.184882,5,1,200.0,1,matched,Observed path scope matches the registered flow/packet behavior.,6160.745127,-98.402746,0.555556,16384|20us,False
s-256k-d20n-flow-hash64,spray-crossover,control,s-256k-d20n-flow-hash64,micro-spray,single-flow,PER_FLOW_SHORTEST_PATHS,HASH64,3,none,0,262144,1,20ns,1.0,0,0,RTP,detailed,success,1,1,5.655514,5.655514,5.655514,5.655514,370.815456,"{""1"": 0, ""2"": 64, ""3"": 0}","{""1"": 0, ""2"": 267136, ""3"": 0}",267136,1,0.333333,1.414214,1.0,0.0,1.0,0.0,179544,86134.406214,0,0.0,68,0,0.0,0,matched,Observed path scope matches the registered flow/packet behavior.,0.0,0.0,0.0,262144|20ns,True
s-256k-d20n-packet-hash64,spray-crossover,treatment,s-256k-d20n-flow-hash64,micro-spray,single-flow,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,262144,1,20ns,1.0,0,0,RTP,detailed,success,1,1,2.818434,2.818434,2.818434,2.818434,744.084126,"{""1"": 17, ""2"": 30, ""3"": 17}","{""1"": 70958, ""2"": 125220, ""3"": 70958}",267136,3,0.923771,0.287262,0.46875,0.265625,0.734375,0.265625,37628,19429.955187,12522,4798.560932,68,27,397.058824,1,matched,Observed path scope matches the registered flow/packet behavior.,-50.164848,100.661573,0.590438,262144|20ns,False
s-256k-d20n-packet-rr,spray-crossover,treatment,s-256k-d20n-flow-hash64,micro-spray,single-flow,PER_PACKET_SHORTEST_PATHS,ROUND_ROBIN,3,none,0,262144,1,20ns,1.0,0,0,RTP,detailed,success,1,1,2.204782,2.204782,2.204782,2.204782,951.183382,"{""1"": 22, ""2"": 20, ""3"": 22}","{""1"": 91828, ""2"": 83480, ""3"": 91828}",267136,3,0.998051,0.044194,0.34375,0.34375,0.65625,0.34375,8348,7655.875133,8348,6005.067662,68,5,73.529412,1,matched,Observed path scope matches the registered flow/packet behavior.,-61.015356,156.511256,0.664717,262144|20ns,True
s-256k-d2u-flow-hash64,spray-crossover,control,s-256k-d2u-flow-hash64,micro-spray,single-flow,PER_FLOW_SHORTEST_PATHS,HASH64,3,none,0,262144,1,2us,1.0,0,0,RTP,detailed,success,1,1,5.655514,5.655514,5.655514,5.655514,370.815456,"{""1"": 0, ""2"": 64, ""3"": 0}","{""1"": 0, ""2"": 267136, ""3"": 0}",267136,1,0.333333,1.414214,1.0,0.0,1.0,0.0,179544,86134.406214,0,0.0,68,0,0.0,0,matched,Observed path scope matches the registered flow/packet behavior.,0.0,0.0,0.0,262144|2us,True
s-256k-d2u-packet-hash64,spray-crossover,treatment,s-256k-d2u-flow-hash64,micro-spray,single-flow,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,262144,1,2us,1.0,0,0,RTP,detailed,success,1,1,9.623696,9.623696,9.623696,9.623696,217.915445,"{""1"": 17, ""2"": 30, ""3"": 17}","{""1"": 70958, ""2"": 125220, ""3"": 70958}",267136,3,0.923771,0.287262,0.46875,0.265625,0.734375,0.265625,37566,6522.785069,12522,1105.984641,68,18,264.705882,1,matched,Observed path scope matches the registered flow/packet behavior.,70.164834,-41.233451,0.590438,262144|2us,False
s-256k-d2u-packet-rr,spray-crossover,treatment,s-256k-d2u-flow-hash64,micro-spray,single-flow,PER_PACKET_SHORTEST_PATHS,ROUND_ROBIN,3,none,0,262144,1,2us,1.0,0,0,RTP,detailed,success,1,1,10.041102,10.041102,10.041102,10.041102,208.856757,"{""1"": 22, ""2"": 21, ""3"": 21}","{""1"": 91828, ""2"": 87654, ""3"": 87654}",267136,3,0.999512,0.022097,0.34375,0.328125,0.65625,0.34375,8348,8337.568506,8348,8337.568506,68,1,14.705882,1,matched,Observed path scope matches the registered flow/packet behavior.,77.545348,-43.676361,0.666179,262144|2us,False
s-256k-d20u-flow-hash64,spray-crossover,control,s-256k-d20u-flow-hash64,micro-spray,single-flow,PER_FLOW_SHORTEST_PATHS,HASH64,3,none,0,262144,1,20us,1.0,0,0,RTP,detailed,success,1,1,5.655514,5.655514,5.655514,5.655514,370.815456,"{""1"": 0, ""2"": 64, ""3"": 0}","{""1"": 0, ""2"": 267136, ""3"": 0}",267136,1,0.333333,1.414214,1.0,0.0,1.0,0.0,179544,86134.406214,0,0.0,68,0,0.0,0,matched,Observed path scope matches the registered flow/packet behavior.,0.0,0.0,0.0,262144|20us,True
s-256k-d20u-packet-hash64,spray-crossover,treatment,s-256k-d20u-flow-hash64,micro-spray,single-flow,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,262144,1,20us,1.0,0,0,RTP,detailed,success,1,1,81.623696,81.623696,81.623696,81.623696,25.692931,"{""1"": 17, ""2"": 30, ""3"": 17}","{""1"": 70958, ""2"": 125220, ""3"": 70958}",267136,3,0.923771,0.287262,0.46875,0.265625,0.734375,0.265625,37566,6522.785069,12522,129.417259,68,18,264.705882,1,matched,Observed path scope matches the registered flow/packet behavior.,1343.258668,-93.071235,0.590438,262144|20us,False
s-256k-d20u-packet-rr,spray-crossover,treatment,s-256k-d20u-flow-hash64,micro-spray,single-flow,PER_PACKET_SHORTEST_PATHS,ROUND_ROBIN,3,none,0,262144,1,20us,1.0,0,0,RTP,detailed,success,1,1,82.041102,82.041102,82.041102,82.041102,25.562211,"{""1"": 22, ""2"": 21, ""3"": 21}","{""1"": 91828, ""2"": 87654, ""3"": 87654}",267136,3,0.999512,0.022097,0.34375,0.328125,0.65625,0.34375,8348,8346.773072,8348,8346.773072,68,1,14.705882,1,matched,Observed path scope matches the registered flow/packet behavior.,1350.639182,-93.106487,0.666179,262144|20us,False
s-8m-d20n-flow-hash64,spray-crossover,control,s-8m-d20n-flow-hash64,micro-spray,single-flow,PER_FLOW_SHORTEST_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,171.419954,171.419954,171.419954,171.419954,391.488053,"{""1"": 0, ""2"": 2048, ""3"": 0}","{""1"": 0, ""2"": 8548352, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,1.0,0.0,969298,836938.794313,0,0.0,2176,0,0.0,0,matched,Observed path scope matches the registered flow/packet behavior.,0.0,0.0,0.0,8388608|20ns,True
s-8m-d20n-packet-hash64,spray-crossover,treatment,s-8m-d20n-flow-hash64,micro-spray,single-flow,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,59.920031,59.920031,59.920031,59.920031,1119.973786,"{""1"": 678, ""2"": 682, ""3"": 688}","{""1"": 2829972, ""2"": 2846668, ""3"": 2871712}",8548352,3,0.999964,0.00602,0.335938,0.335938,0.668945,0.331055,133630,64961.397556,133630,64961.397556,2176,1060,487.132353,1,matched,Observed path scope matches the registered flow/packet behavior.,-65.044891,186.081217,0.66663,8388608|20ns,False
s-8m-d20n-packet-rr,spray-crossover,treatment,s-8m-d20n-flow-hash64,micro-spray,single-flow,PER_PACKET_SHORTEST_PATHS,ROUND_ROBIN,3,none,0,8388608,1,20ns,1.0,0,0,RTP,detailed,success,1,1,57.696847,57.696847,57.696847,57.696847,1163.128793,"{""1"": 684, ""2"": 680, ""3"": 684}","{""1"": 2855016, ""2"": 2838320, ""3"": 2855016}",8548352,3,0.999992,0.002762,0.333984,0.333984,0.666016,0.333984,16696,9367.296013,16696,8151.044508,2176,950,436.580882,1,matched,Observed path scope matches the registered flow/packet behavior.,-66.341814,197.104544,0.666659,8388608|20ns,True
s-8m-d2u-flow-hash64,spray-crossover,control,s-8m-d2u-flow-hash64,micro-spray,single-flow,PER_FLOW_SHORTEST_PATHS,HASH64,3,none,0,8388608,1,2us,1.0,0,0,RTP,detailed,success,1,1,171.419954,171.419954,171.419954,171.419954,391.488053,"{""1"": 0, ""2"": 2048, ""3"": 0}","{""1"": 0, ""2"": 8548352, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,1.0,0.0,969298,836938.794313,0,0.0,2176,0,0.0,0,matched,Observed path scope matches the registered flow/packet behavior.,0.0,0.0,0.0,8388608|2us,True
s-8m-d2u-packet-hash64,spray-crossover,treatment,s-8m-d2u-flow-hash64,micro-spray,single-flow,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,8388608,1,2us,1.0,0,0,RTP,detailed,success,1,1,63.449618,63.449618,63.449618,63.449618,1057.671679,"{""1"": 678, ""2"": 682, ""3"": 688}","{""1"": 2829972, ""2"": 2846668, ""3"": 2871712}",8548352,3,0.999964,0.00602,0.335938,0.335938,0.668945,0.331055,133568,66105.07988,133568,66105.07988,2176,883,405.790441,1,matched,Observed path scope matches the registered flow/packet behavior.,-62.985862,170.167039,0.66663,8388608|2us,False
s-8m-d2u-packet-rr,spray-crossover,treatment,s-8m-d2u-flow-hash64,micro-spray,single-flow,PER_PACKET_SHORTEST_PATHS,ROUND_ROBIN,3,none,0,8388608,1,2us,1.0,0,0,RTP,detailed,success,1,1,63.059906,63.059906,63.059906,63.059906,1064.20812,"{""1"": 683, ""2"": 683, ""3"": 682}","{""1"": 2850842, ""2"": 2850842, ""3"": 2846668}",8548352,3,1.0,0.000691,0.333496,0.333008,0.666504,0.333496,8348,7021.811204,8348,7021.811204,2176,650,298.713235,1,matched,Observed path scope matches the registered flow/packet behavior.,-63.213206,171.836679,0.666666,8388608|2us,True
s-8m-d20u-flow-hash64,spray-crossover,control,s-8m-d20u-flow-hash64,micro-spray,single-flow,PER_FLOW_SHORTEST_PATHS,HASH64,3,none,0,8388608,1,20us,1.0,0,0,RTP,detailed,success,1,1,171.419954,171.419954,171.419954,171.419954,391.488053,"{""1"": 0, ""2"": 2048, ""3"": 0}","{""1"": 0, ""2"": 8548352, ""3"": 0}",8548352,1,0.333333,1.414214,1.0,0.0,1.0,0.0,969298,836938.794313,0,0.0,2176,0,0.0,0,matched,Observed path scope matches the registered flow/packet behavior.,0.0,0.0,0.0,8388608|20us,True
s-8m-d20u-packet-hash64,spray-crossover,treatment,s-8m-d20u-flow-hash64,micro-spray,single-flow,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,8388608,1,20us,1.0,0,0,RTP,detailed,success,1,1,181.305206,181.305206,181.305206,181.305206,370.143061,"{""1"": 678, ""2"": 682, ""3"": 688}","{""1"": 2829972, ""2"": 2846668, ""3"": 2871712}",8548352,3,0.999964,0.00602,0.335938,0.335938,0.668945,0.331055,546794,209274.850234,70958,7544.051141,2176,833,382.8125,1,matched,Observed path scope matches the registered flow/packet behavior.,5.766687,-5.452271,0.66663,8388608|20us,False
s-8m-d20u-packet-rr,spray-crossover,treatment,s-8m-d20u-flow-hash64,micro-spray,single-flow,PER_PACKET_SHORTEST_PATHS,ROUND_ROBIN,3,none,0,8388608,1,20us,1.0,0,0,RTP,detailed,success,1,1,183.338981,183.338981,183.338981,183.338981,366.037073,"{""1"": 683, ""2"": 682, ""3"": 683}","{""1"": 2850842, ""2"": 2846668, ""3"": 2850842}",8548352,3,1.0,0.000691,0.333496,0.333496,0.666504,0.333496,530160,188426.131753,8348,4092.980342,2176,368,169.117647,1,matched,Observed path scope matches the registered flow/packet behavior.,6.953115,-6.501087,0.666666,8388608|20us,False
a-screen-r100-g0-hash64,adaptive-signal,control,a-screen-r100-g0-hash64,micro-adaptive,adaptive-screen,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,262144,16,20ns,1.0,0,0,RTP,detailed,success,16,16,26.951485,26.733258,30.415046,30.415046,1103.21819,"{""1"": 317, ""2"": 352, ""3"": 355}","{""1"": 1323158, ""2"": 1469248, ""3"": 1481770}",4274176,3,0.997453,0.050537,0.34668,0.34668,0.69043,0.30957,104536,66079.906038,70958,24795.811976,1088,232,213.235294,16,matched,Static-hash control completed with branch evidence.,0.0,0.0,0.0,screen|r1.0|g0,True
a-screen-r100-g0-rr,adaptive-signal,treatment,a-screen-r100-g0-hash64,micro-adaptive,adaptive-screen,PER_PACKET_SHORTEST_PATHS,ROUND_ROBIN,3,none,0,262144,16,20ns,1.0,0,0,RTP,detailed,success,16,16,25.755807,25.532067,29.106657,29.106657,1152.809545,"{""1"": 339, ""2"": 341, ""3"": 344}","{""1"": 1414986, ""2"": 1423334, ""3"": 1435856}",4274176,3,0.999964,0.00602,0.335938,0.335938,0.668945,0.331055,16696,9325.593118,8348,4951.337451,1088,341,313.419118,16,matched,Round-robin path spreading was checked directly.,-4.301782,4.495154,0.002511,screen|r1.0|g0,True
a-screen-r100-g0-adaptive,adaptive-signal,treatment,a-screen-r100-g0-hash64,micro-adaptive,adaptive-screen,PER_PACKET_SHORTEST_PATHS,ADAPTIVE,3,none,0,262144,16,20ns,1.0,0,0,RTP,detailed,success,16,16,25.649902,25.415551,28.999993,28.999993,1157.049659,"{""1"": 343, ""2"": 343, ""3"": 338}","{""1"": 1431682, ""2"": 1431682, ""3"": 1410812}",4274176,3,0.999952,0.006905,0.334961,0.330078,0.665039,0.334961,8348,6991.49225,8348,6584.940603,1088,315,289.522059,16,partially_matched,Only one adaptive advantage metric improved.,-4.652477,4.879494,0.0025,screen|r1.0|g0,True
a-screen-r100-g10u-hash64,adaptive-signal,control,a-screen-r100-g10u-hash64,micro-adaptive,adaptive-screen,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,262144,16,20ns,1.0,10000,0,RTP,detailed,success,16,16,2.58768,2.594353,3.067634,3.067634,219.574142,"{""1"": 317, ""2"": 352, ""3"": 355}","{""1"": 1323158, ""2"": 1469248, ""3"": 1481770}",4274176,3,0.997453,0.050537,0.34668,0.34668,0.69043,0.30957,50088,3225.815543,33392,2115.402284,1088,408,375.0,16,matched,Static-hash control completed with branch evidence.,0.0,0.0,0.0,screen|r1.0|g10000,True
a-screen-r100-g10u-rr,adaptive-signal,treatment,a-screen-r100-g10u-hash64,micro-adaptive,adaptive-screen,PER_PACKET_SHORTEST_PATHS,ROUND_ROBIN,3,none,0,262144,16,20ns,1.0,10000,0,RTP,detailed,success,16,16,2.204845,2.204782,2.205782,2.205782,220.455833,"{""1"": 342, ""2"": 340, ""3"": 342}","{""1"": 1427508, ""2"": 1419160, ""3"": 1427508}",4274176,3,0.999992,0.002762,0.333984,0.333984,0.666016,0.333984,8348,1398.368835,8348,1365.492306,1088,80,73.529412,16,matched,Round-robin path spreading was checked directly.,-28.095007,0.401546,0.00254,screen|r1.0|g10000,True
a-screen-r100-g10u-adaptive,adaptive-signal,treatment,a-screen-r100-g10u-hash64,micro-adaptive,adaptive-screen,PER_PACKET_SHORTEST_PATHS,ADAPTIVE,3,none,0,262144,16,20ns,1.0,10000,0,RTP,detailed,success,16,16,2.206852,2.206789,2.207789,2.207789,220.452926,"{""1"": 352, ""2"": 352, ""3"": 320}","{""1"": 1469248, ""2"": 1469248, ""3"": 1335680}",4274176,3,0.998051,0.044194,0.34375,0.3125,0.65625,0.34375,8348,1292.632829,8348,1093.934221,1088,336,308.823529,16,partially_matched,Sparse adaptive traffic is evaluated for empty-queue tie concentration.,-28.029582,0.400222,0.000598,screen|r1.0|g10000,False
a-screen-r50-g0-hash64,adaptive-signal,control,a-screen-r50-g0-hash64,micro-adaptive,adaptive-screen,PER_PACKET_SHORTEST_PATHS,HASH64,3,none,0,262144,16,20ns,0.5,0,0,RTP,detailed,success,16,16,47.17604,46.662798,53.513118,53.513118,627.031899,"{""1"": 317, ""2"": 352, ""3"": 355}","{""1"": 1323158, ""2"": 1469248, ""3"": 1481770}",4274176,3,0.997453,0.050537,0.34668,0.34668,0.69043,0.30957,613950,286987.11047,613950,286987.11047,1088,167,153.492647,16,matched,Static-hash control completed with branch evidence.,0.0,0.0,0.0,screen|r0.5|g0,False
a-screen-r50-g0-rr,adaptive-signal,treatment,a-screen-r50-g0-hash64,micro-adaptive,adaptive-screen,PER_PACKET_SHORTEST_PATHS,ROUND_ROBIN,3,none,0,262144,16,20ns,0.5,0,0,RTP,detailed,success,16,16,52.07343,51.654234,59.004428,59.004428,568.676507,"{""1"": 351, ""2"": 341, ""3"": 332}","{""1"": 1465074, ""2"": 1423334, ""3"": 1385768}",4274176,3,0.999483,0.022735,0.342773,0.324219,0.657227,0.342773,751320,375836.27632,751320,375836.27632,1088,145,133.272059,16,matched,Round-robin path spreading was checked directly.,10.261615,-9.306607,0.002031,screen|r0.5|g0,False
a-screen-r50-g0-adaptive,adaptive-signal,treatment,a-screen-r50-g0-hash64,micro-adaptive,adaptive-screen,PER_PACKET_SHORTEST_PATHS,ADAPTIVE,3,none,0,262144,16,20ns,0.5,0,0,RTP,detailed,success,16,16,34.044445,33.834514,38.511874,38.511874,871.274974,"{""1"": 228, ""2"": 398, ""3"": 398}","{""1"": 951672, ""2"": 1661252, ""3"": 1661252}",4274176,3,0.947757,0.234782,0.388672,0.388672,0.777344,0.222656,242278,121365.074362,242278,119243.67482,1088,229,210.477941,16,matched,Adaptive reduced slow-path share and p95 duration versus hash.,-28.032835,38.952257,-0.049695,screen|r0.5|g0,True
