nodeId1,portId1,nodeId2,portId2,bandwidth,delay
9,15,2407,9,112Gbps,20ns
9,16,2408,9,112Gbps,20ns
9,17,2409,9,112Gbps,20ns
9,18,2410,9,112Gbps,20ns
9,19,2411,9,112Gbps,20ns
9,20,2412,9,112Gbps,20ns
9,21,2413,9,112Gbps,20ns
9,22,2414,9,112Gbps,20ns
9,23,2415,9,112Gbps,20ns
9,24,2416,9,112Gbps,20ns
9,25,2417,9,112Gbps,20ns
10,0,2054,2,400Gbps,20ns
10,1,1373,0,400Gbps,20ns
10,2,2394,10,112Gbps,20ns
10,3,2395,10,112Gbps,20ns
10,4,2396,10,112Gbps,20ns
10,5,2397,10,112Gbps,20ns
10,6,2398,10,112Gbps,20ns
10,7,2399,10,112Gbps,20ns
10,8,2400,10,112Gbps,20ns
10,9,2401,10,112Gbps,20ns
10,10,2402,10,112Gbps,20ns
10,11,2403,10,112Gbps,20ns
10,12,2404,10,112Gbps,20ns
10,13,2405,10,112Gbps,20ns
10,14,2406,10,112Gbps,20ns
10,15,2407,10,112Gbps,20ns
10,16,2408,10,112Gbps,20ns
10,17,2409,10,112Gbps,20ns
10,18,2410,10,112Gbps,20ns
10,19,2411,10,112Gbps,20ns
10,20,2412,10,112Gbps,20ns
10,21,2413,10,112Gbps,20ns
10,22,2414,10,112Gbps,20ns
10,23,2415,10,112Gbps,20ns
10,24,2416,10,112Gbps,20ns
10,25,2417,10,112Gbps,20ns
11,0,2054,3,400Gbps,20ns
11,1,1373,1,400Gbps,20ns
11,2,2394,11,112Gbps,20ns
11,3,2395,11,112Gbps,20ns
11,4,2396,11,112Gbps,20ns
11,5,2397,11,112Gbps,20ns
11,6,2398,11,112Gbps,20ns
11,7,2399,11,112Gbps,20ns
11,8,2400,11,112Gbps,20ns
11,9,2401,11,112Gbps,20ns
11,10,2402,11,112Gbps,20ns
11,11,2403,11,112Gbps,20ns
11,12,2404,11,112Gbps,20ns
11,13,2405,11,112Gbps,20ns
11,14,2406,11,112Gbps,20ns
11,15,2407,11,112Gbps,20ns
11,16,2408,11,112Gbps,20ns
11,17,2409,11,112Gbps,20ns
11,18,2410,11,112Gbps,20ns
11,19,2411,11,112Gbps,20ns
11,20,2412,11,112Gbps,20ns
11,21,2413,11,112Gbps,20ns
11,22,2414,11,112Gbps,20ns
